timestamp,time_seconds,voltage,current,power
2026-04-15T19:41:40.474403,0.0,0.0,0.0,0.0
2026-04-15T19:41:40.475403,0.001000100010001,100.5234,4.3706,439.3459
2026-04-15T19:41:40.476403,0.002000200020002,191.2049,8.3133,1589.5358
2026-04-15T19:41:40.477403,0.003000300030003,263.1663,11.442,3011.1514
2026-04-15T19:41:40.478403,0.004000400040004,309.3619,13.4505,4161.0788
2026-04-15T19:41:40.479404,0.005000500050005001,325.2691,14.1421,4599.9999
2026-04-15T19:41:40.480404,0.006000600060006,309.3304,13.4491,4160.2292
2026-04-15T19:41:40.481404,0.0070007000700070005,263.1062,11.4394,3009.7768
2026-04-15T19:41:40.482404,0.008000800080008,191.1222,8.3097,1588.1614
2026-04-15T19:41:40.483404,0.009000900090009001,100.4262,4.3664,438.4966
2026-04-15T19:41:40.484404,0.010001000100010001,-0.1022,-0.0044,0.0005
2026-04-15T19:41:40.485404,0.011001100110011002,-100.6206,-4.3748,440.1958
2026-04-15T19:41:40.486404,0.012001200120012,-191.2876,-8.3169,1590.9106
2026-04-15T19:41:40.487404,0.013001300130013,-263.2263,-11.4446,3012.5258
2026-04-15T19:41:40.488404,0.014001400140014001,-309.3935,-13.4519,4161.9277
2026-04-15T19:41:40.489405,0.015001500150015001,-325.2691,-14.1421,4599.999
2026-04-15T19:41:40.490405,0.016001600160016,-309.2987,-13.4478,4159.3789
2026-04-15T19:41:40.491405,0.017001700170017002,-263.0461,-11.4368,3008.402
2026-04-15T19:41:40.492405,0.018001800180018002,-191.0395,-8.3061,1586.7872
2026-04-15T19:41:40.493405,0.019001900190019003,-100.329,-4.3621,437.6482
2026-04-15T19:41:40.494405,0.020002000200020003,0.2044,0.0089,0.0018
2026-04-15T19:41:40.495405,0.021002100210021003,100.7178,4.379,441.0465
2026-04-15T19:41:40.496405,0.022002200220022004,191.3702,8.3204,1592.2856
2026-04-15T19:41:40.497405,0.023002300230023004,263.2863,11.4472,3013.8998
2026-04-15T19:41:40.498405,0.024002400240024,309.425,13.4533,4162.7758
2026-04-15T19:41:40.499406,0.025002500250025,325.269,14.1421,4599.9972
2026-04-15T19:41:40.500406,0.026002600260026,309.2671,13.4464,4158.5279
2026-04-15T19:41:40.501406,0.027002700270027002,262.986,11.4342,3007.0268
2026-04-15T19:41:40.502406,0.028002800280028002,190.9568,8.3025,1585.4133
2026-04-15T19:41:40.503406,0.029002900290029002,100.2318,4.3579,436.8004
2026-04-15T19:41:40.504406,0.030003000300030003,-0.3066,-0.0133,0.0041
2026-04-15T19:41:40.505406,0.031003100310031003,-100.8149,-4.3833,441.8979
2026-04-15T19:41:40.506406,0.032003200320032,-191.4529,-8.324,1593.6609
2026-04-15T19:41:40.507406,0.033003300330033,-263.3463,-11.4498,3015.2735
2026-04-15T19:41:40.508406,0.034003400340034004,-309.4565,-13.4546,4163.6232
2026-04-15T19:41:40.509407,0.035003500350035,-325.2689,-14.1421,4599.9944
2026-04-15T19:41:40.510407,0.036003600360036005,-309.2354,-13.445,4157.6761
2026-04-15T19:41:40.511407,0.037003700370037,-262.9258,-11.4316,3005.6514
2026-04-15T19:41:40.512407,0.038003800380038005,-190.8741,-8.2989,1584.0397
2026-04-15T19:41:40.513407,0.039003900390039,-100.1346,-4.3537,435.9534
2026-04-15T19:41:40.514407,0.040004000400040006,0.4088,0.0178,0.0073
2026-04-15T19:41:40.515407,0.041004100410041,100.9121,4.3875,442.7501
2026-04-15T19:41:40.516407,0.04200420042004201,191.5355,8.3276,1595.0365
2026-04-15T19:41:40.517407,0.043004300430043,263.4063,11.4524,3016.647
2026-04-15T19:41:40.518407,0.04400440044004401,309.488,13.456,4164.4698
2026-04-15T19:41:40.519408,0.045004500450045004,325.2688,14.1421,4599.9908
2026-04-15T19:41:40.520408,0.04600460046004601,309.2037,13.4436,4156.8236
2026-04-15T19:41:40.521408,0.047004700470047005,262.8656,11.4289,3004.2757
2026-04-15T19:41:40.522408,0.048004800480048,190.7913,8.2953,1582.6664
2026-04-15T19:41:40.523408,0.049004900490049005,100.0373,4.3494,435.1071
2026-04-15T19:41:40.524408,0.05000500050005,-0.511,-0.0222,0.0114
2026-04-15T19:41:40.525408,0.051005100510051006,-101.0092,-4.3917,443.603
2026-04-15T19:41:40.526408,0.052005200520052,-191.6181,-8.3312,1596.4123
2026-04-15T19:41:40.527408,0.05300530053005301,-263.4662,-11.4551,3018.0202
2026-04-15T19:41:40.528408,0.054005400540054004,-309.5194,-13.4574,4165.3157
2026-04-15T19:41:40.529409,0.05500550055005501,-325.2686,-14.1421,4599.9863
2026-04-15T19:41:40.530409,0.056005600560056004,-309.172,-13.4423,4155.9703
2026-04-15T19:41:40.531409,0.05700570057005701,-262.8054,-11.4263,3002.8997
2026-04-15T19:41:40.532409,0.058005800580058005,-190.7085,-8.2917,1581.2933
2026-04-15T19:41:40.533409,0.05900590059005901,-99.9401,-4.3452,434.2616
2026-04-15T19:41:40.534409,0.060006000600060005,0.6132,0.0267,0.0163
2026-04-15T19:41:40.535409,0.06100610061006101,101.1064,4.3959,444.4566
2026-04-15T19:41:40.536409,0.062006200620062006,191.7006,8.3348,1597.7884
2026-04-15T19:41:40.537409,0.063006300630063,263.5262,11.4577,3019.3931
2026-04-15T19:41:40.538409,0.064006400640064,309.5508,13.4587,4166.1609
2026-04-15T19:41:40.539410,0.06500650065006501,325.2684,14.1421,4599.9808
2026-04-15T19:41:40.540410,0.066006600660066,309.1402,13.4409,4155.1163
2026-04-15T19:41:40.541410,0.067006700670067,262.7452,11.4237,3001.5234
2026-04-15T19:41:40.542410,0.06800680068006801,190.6257,8.2881,1579.9206
2026-04-15T19:41:40.543410,0.06900690069006901,99.8428,4.341,433.4168
2026-04-15T19:41:40.544410,0.07000700070007,-0.7154,-0.0311,0.0223
2026-04-15T19:41:40.545410,0.071007100710071,-101.2035,-4.4002,445.311
2026-04-15T19:41:40.546410,0.07200720072007201,-191.7832,-8.3384,1599.1648
2026-04-15T19:41:40.547410,0.07300730073007301,-263.5861,-11.4603,3020.7657
2026-04-15T19:41:40.548410,0.074007400740074,-309.5822,-13.4601,4167.0053
2026-04-15T19:41:40.549411,0.075007500750075,-325.2682,-14.1421,4599.9745
2026-04-15T19:41:40.550411,0.07600760076007601,-309.1084,-13.4395,4154.2616
2026-04-15T19:41:40.551411,0.07700770077007701,-262.6849,-11.4211,3000.1468
2026-04-15T19:41:40.552411,0.078007800780078,-190.5429,-8.2845,1578.5481
2026-04-15T19:41:40.553411,0.07900790079007901,-99.7455,-4.3368,432.5727
2026-04-15T19:41:40.554411,0.08000800080008001,0.8176,0.0355,0.0291
2026-04-15T19:41:40.555411,0.081008100810081,101.3006,4.4044,446.166
2026-04-15T19:41:40.556411,0.082008200820082,191.8657,8.342,1600.5415
2026-04-15T19:41:40.557411,0.08300830083008301,263.6459,11.4629,3022.1381
2026-04-15T19:41:40.558411,0.08400840084008401,309.6135,13.4615,4167.849
2026-04-15T19:41:40.559412,0.085008500850085,325.268,14.1421,4599.9672
2026-04-15T19:41:40.560412,0.086008600860086,309.0766,13.4381,4153.4061
2026-04-15T19:41:40.561412,0.08700870087008701,262.6247,11.4185,2998.77
2026-04-15T19:41:40.562412,0.08800880088008801,190.4601,8.2809,1577.1759
2026-04-15T19:41:40.563412,0.089008900890089,99.6483,4.3325,431.7294
2026-04-15T19:41:40.564412,0.09000900090009001,-0.9198,-0.04,0.0368
2026-04-15T19:41:40.565412,0.09100910091009101,-101.3977,-4.4086,447.0219
2026-04-15T19:41:40.566412,0.09200920092009202,-191.9482,-8.3456,1601.9185
2026-04-15T19:41:40.567412,0.093009300930093,-263.7058,-11.4655,3023.5101
2026-04-15T19:41:40.568412,0.09400940094009401,-309.6448,-13.4628,4168.692
2026-04-15T19:41:40.569413,0.09500950095009501,-325.2677,-14.1421,4599.959
2026-04-15T19:41:40.570413,0.096009600960096,-309.0447,-13.4367,4152.55
2026-04-15T19:41:40.571413,0.09700970097009701,-262.5643,-11.4158,2997.3929
2026-04-15T19:41:40.572413,0.09800980098009801,-190.3772,-8.2773,1575.804
2026-04-15T19:41:40.573413,0.09900990099009901,-99.551,-4.3283,430.8868
2026-04-15T19:41:40.574413,0.1000100010001,1.022,0.0444,0.0454
2026-04-15T19:41:40.575413,0.10101010101010101,101.4948,4.4128,447.8784
2026-04-15T19:41:40.576413,0.10201020102010201,192.0307,8.3492,1603.2957
2026-04-15T19:41:40.577413,0.10301030103010302,263.7656,11.4681,3024.8819
2026-04-15T19:41:40.578413,0.104010401040104,309.6761,13.4642,4169.5342
2026-04-15T19:41:40.579414,0.10501050105010501,325.2673,14.1421,4599.9499
2026-04-15T19:41:40.580414,0.10601060106010601,309.0128,13.4353,4151.693
2026-04-15T19:41:40.581414,0.10701070107010702,262.504,11.4132,2996.0156
2026-04-15T19:41:40.582414,0.10801080108010801,190.2944,8.2737,1574.4324
2026-04-15T19:41:40.583414,0.10901090109010901,99.4537,4.3241,430.0449
2026-04-15T19:41:40.584414,0.11001100110011001,-1.1242,-0.0489,0.0549
2026-04-15T19:41:40.585414,0.11101110111011102,-101.5919,-4.417,448.7357
2026-04-15T19:41:40.586414,0.11201120112011201,-192.1132,-8.3527,1604.6732
2026-04-15T19:41:40.587414,0.11301130113011301,-263.8254,-11.4707,3026.2533
2026-04-15T19:41:40.588414,0.11401140114011402,-309.7073,-13.4655,4170.3757
2026-04-15T19:41:40.589415,0.115011501150115,-325.267,-14.142,4599.9399
2026-04-15T19:41:40.590415,0.11601160116011601,-308.9809,-13.434,4150.8354
2026-04-15T19:41:40.591415,0.11701170117011701,-262.4437,-11.4106,2994.6379
2026-04-15T19:41:40.592415,0.11801180118011802,-190.2115,-8.2701,1573.061
2026-04-15T19:41:40.593415,0.11901190119011901,-99.3564,-4.3198,429.2038
2026-04-15T19:41:40.594415,0.12001200120012001,1.2264,0.0533,0.0654
2026-04-15T19:41:40.595415,0.12101210121012101,101.689,4.4213,449.5937
2026-04-15T19:41:40.596415,0.12201220122012202,192.1957,8.3563,1606.051
2026-04-15T19:41:40.597415,0.12301230123012301,263.8851,11.4733,3027.6245
2026-04-15T19:41:40.598415,0.12401240124012401,309.7386,13.4669,4171.2165
2026-04-15T19:41:40.599416,0.125012501250125,325.2666,14.142,4599.929
2026-04-15T19:41:40.600416,0.126012601260126,308.949,13.4326,4149.977
2026-04-15T19:41:40.601416,0.127012701270127,262.3833,11.408,2993.26
2026-04-15T19:41:40.602416,0.128012801280128,190.1286,8.2665,1571.69
2026-04-15T19:41:40.603416,0.12901290129012902,99.2591,4.3156,428.3635
2026-04-15T19:41:40.604416,0.13001300130013002,-1.3286,-0.0578,0.0767
2026-04-15T19:41:40.605416,0.13101310131013102,-101.7861,-4.4255,450.4524
2026-04-15T19:41:40.606416,0.132013201320132,-192.2781,-8.3599,1607.4291
2026-04-15T19:41:40.607416,0.133013301330133,-263.9449,-11.4759,3028.9954
2026-04-15T19:41:40.608416,0.134013401340134,-309.7698,-13.4683,4172.0565
